"""ClassificationCode""","""ClassificationCode"" Descriptions"
C1JZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS
C1KA,ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS
C1KB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS
C1KC,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE FIRE CONTROL FACILITIES
C1KD,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE SUBSIDENCE CONTROL FACILITIES
C1KE,ARCHITECT AND ENGINEERING- CONSTRUCTION: SURFACE MINE RECLAMATION FACILITIES
C1KF,ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES
C1KZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES
C1LA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS
C1LB,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
C1LC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES
C1LZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES
C1MA,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL
C1MB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS
C1MC,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GEOTHERMAL
C1MD,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - HYDRO
C1ME,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - NUCLEAR
C1MF,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - PETROLEUM
C1MG,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - SOLAR
C1MH,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - WIND
C1MZ,"ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
C1NA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL SUPPLY FACILITIES
C1NB,ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS
C1NC,ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES
C1ND,ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES
C1NE,ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES
C1NZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES
C1PA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES (NON-BUILDING)
C1PB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EXHIBIT DESIGN (NON-BUILDING)
C1PC,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND)
C1PD,ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES
C1PZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES
C1QA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
C2,ARCH-ENG SVCS - GENERAL
C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING"
C211,A/E SVCS. (INCL LANDSCAPING INTERIO
C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM"
C212,ENGINEERING DRAFTING SERVICES
C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION)
C213,A/E - INSPECT - NON CONTRUCT
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING
C214,A&E MANAGEMENT ENGINEERING SERVICES
C215,A/E PROD ENG SVCS (INCL DESIGN-CONT
C215,ARCHITECT AND ENGINEERING- GENERAL: PRODUCTION ENGINEERING
C216,A/E - MARINE ENGINEERING
C216,ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING
C217,A/E - MAPPING
C218,A/E - SURVEYING
C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER
C219,OTHER ARCHITECTS & ENGIN GEN
C220,ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING
C221,ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS
C222,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS
C223,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS
D,ADP AND TELECOMMUNICATIONS
D,IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS
D3,ADP AND TELECOMMUNICATIONS
D301,ADP FACILITY MANAGEMENT
D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE
D302,IT AND TELECOM- SYSTEMS DEVELOPMENT
D302,ADP SYSTEMS DEVELOPMENT SERVICES
D303,ADP DATA ENTRY SERVICES
D303,IT AND TELECOM- DATA ENTRY
D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION
D304,ADP SVCS/TELECOMM & TRANSMISSION
D305,"IT AND TELECOM – TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING"
D305,"IT AND TELECOM- TELEPROCESSING, TIMESHARE, AND CLOUD COMPUTING"
D305,ADP TELEPROCESSING & TIMESHARE
D306,ADP SYSTEMS ANALYSIS SERVICES
D306,IT AND TELECOM- SYSTEMS ANALYSIS
D307,AUTOMATED INFORMATION SYSTEM SVCS
D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE
D308,PROGRAMMING SERVICES
D308,IT AND TELECOM- PROGRAMMING
D309,"ADP INF, BROADCAST & DIST SVCS"
D309,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION
D310,ADP BACKUP AND SECURITY SERVICES
D310,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP
D311,IT AND TELECOM- DATA CONVERSION
D311,ADP DATA CONVERSION SERVICES
D312,ADP OPTICAL SCANNING SERVICES
D312,IT AND TELECOM- OPTICAL SCANNING
D313,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM)
D313,COMPUTER AIDED DESGN/MFG SVCS
D314,ADP ACQUISITION SUP SVCS
D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT
D315,DIGITIZING SVCS
D315,IT AND TELECOM- DIGITIZING
D316,TELECOMMUNICATION NETWORK MGMT SVCS
D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT
D317,"AUTO NEWS, DATA & OTHER SVCS"
D317,IT AND TELECOM- WEB-BASED SUBSCRIPTION
D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES"
D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS
D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS
D321,IT AND TELECOM- HELP DESK
D322,IT AND TELECOM- INTERNET
D324,IT AND TELECOM- BUSINESS CONTINUITY
D325,IT AND TELECOM- DATA CENTERS AND STORAGE
D399,OTHER ADP & TELECOMMUNICATIONS SVCS
D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS
DA,IT AND TELECOM - APLLICATIONS
DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)
DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE
DB,IT AND TELECOM - COMPUTE
DB01,IT AND TELECOM - HIGH PERFORMANCE COMPUTING (HPC) SUPPORT SERVICES (LABOR)
DB02,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)"
DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS
DC,IT AND TELECOM - DATA CENTER
DC01,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR)
DC10,IT AND TELECOM - DATA CENTER AS A SERVICE
DD,IT AND TELECOM - DELIVERY
DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)"
DE,IT AND TELECOM - END USER
DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Productivity Tool (Labor)"
DE01,"IT and Telecom - End User: Help Desk; Tier 1-2, Workspace, Print, Output, Productivity Tools (Labor)"
DE02,IT AND TELECOM - MOBILE DEVICE SUPPORT SERVICES (LABOR)
DE10,"IT and Telecom - End User as a Service: Help Desk; Tier 1-2, Workspace, Print, Productivity Tools"
DE10,"IT and Telecom - End User as a Service: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools"
DE11,IT AND TELECOM - MOBILE DEVICE AS A SERVICE
DF,IT AND TELECOM - IT MANAGEMENT
DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR)
DF10,IT AND TELECOM - IT MANAGEMENT AS A SERVICE
DG,IT AND TELECOM - NETWORK
DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR)
DG10,IT AND TELECOM - NETWORK AS A SERVICE
DG11,IT and Telecom - Network: Telecom Access Services
DG11,IT and Telecom - Network: Satellite Communications and Telecom Access Services
DH,IT AND TELECOM - PLATFORM
DH01,"IT AND TELECOM - PLATFORM SUPPORT SERVICES: DATABASE, MAINFRAME, MIDDLEWARE (LABOR)"
DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE"
DJ,IT AND TELECOM - SECURITY AND COMPLIANCE
DJ01,IT and Telecom - Security and Compliance Support Services (Labor)
DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR)
DJ10,IT and Telecom - Security and Compliance As a Service
DJ10,IT AND TELECOM - SECURITY AND COMPLIANCE AS A SERVICE
DK,IT AND TELECOM - STORAGE
DK01,IT AND TELECOM - STORAGE SUPPORT SERVICES (LABOR)
DK10,IT AND TELECOM - STORAGE AS A SERVICE
E,PURCHASE OF STRUCTURES/FACILITIES
E1,PURCHASE BUILDINGS
E111,PURCHASE OF OFFICE BUILDINGS
E112,PURCH OF GOVT CONF SPACE & FAC
E119,PURCH OF GOVT OTHER ADMIN-SVC BLDGS
E121,PURCH OF GOVT AIR TRAFFIC TOWERS
E122,PURCH OF GOVT AIR TRAFFIC TNG FAC
E123,PURCH OF GOVT RADAR & NAV FACILITY
E124,PURCHASE OF AIRPORT RUNWAYS
E125,PURCHASE OF AIRPORT TERMINALS
E126,PURCH OF GOVT MISSILE SYSTEMS FAC
E127,PURCH OF GOVT ELCT & COMM SYS FAC
E129,PURCH OF GOVT OTHER AIRFIELD STRUCT
E131,PURCHASE OF SCHOOLS
E139,PURCH OF GOVT OTHER EDUCATIONAL BLD
E141,PURCH OF GOVT HOSPITALS & INFIRMARY
E142,PURCH OF GOVT LABS & CLINICS
E149,PURCH OF GOVT OTHER HOSPITAL BLDGS
E151,PURCHASE OF AMMUNITION FACILITIES
E152,PURCHASE OF MAINTENANCE BUILDINGS
E153,PURCHASE OF PRODUCTION BUILDINGS
E154,PURCH OF GOVT SHIP CONST-REP FAC
E155,PURCH OF GOVT TANK AUTOMOTIVE FAC
E159,PURCH OF GOVT OTHER INDUSTRIAL BLDG
E161,PURCH OF GOVT FAMILY HOUSING
E162,PURCHASE OF RECREATIONAL BUILDINGS
E163,PURCH OF GOVT TROOP HOUSING
E164,PURCHASE OF DINING FACILITIES
E165,PURCHASE OF RELIGIOUS FACILITIES
E166,PURCHASE OF PENAL FACILITIES
E169,PURCH OF GOVT OTHER RESIDENTIAL BLD
E171,PURCH OF GOVT AMMO STORAGE BLDGS
E172,PURCH OF GOVT FOOD STORAGE BLDGS
E173,PURCHASE OF FUEL STORAGE BUILDINGS
E174,PURCHASE OF OPEN STORAGE FACILITIES
E179,PURCH OF GOVT OTHER WAREHOUSE BLDGS
E181,PURCH OF GOVT R&D GOCO FACILITIES
E182,PURCH OF GOVT R&D GOGO FACILITIES
E183,PURCH OF GOVT R&D GOCO ENVIR LABS
E184,PURCH OF GOVT R&D GOGO ENVIR LABS
E191,PURCH OF GOVT EXHIBITION BUILDINGS
E192,PURCH OF GOVT TEST BUILDINGS
E199,PURCHASE OF MISCELLANEOUS BUILDINGS
E1AA,PURCHASE OF OFFICE BUILDINGS
E1AB,PURCHASE OF CONFERENCE SPACE AND FACILITIES
E1AZ,PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS
E1BA,PURCHASE OF AIR TRAFFIC CONTROL TOWERS
E1BB,PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES
E1BC,PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES
E1BD,PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS
E1BE,PURCHASE OF AIRPORT TERMINALS
E1BF,PURCHASE OF MISSILE SYSTEM FACILITIES
E1BG,PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES
E1BZ,PURCHASE OF OTHER AIRFIELD STRUCTURES
E1CA,PURCHASE OF SCHOOLS
E1CZ,PURCHASE OF OTHER EDUCATIONAL BUILDINGS
E1DA,PURCHASE OF HOSPITALS AND INFIRMARIES
E1DB,PURCHASE OF LABORATORIES AND CLINICS
E1DZ,PURCHASE OF OTHER HOSPITAL BUILDINGS
E1EA,PURCHASE OF AMMUNITION FACILITIES
E1EB,PURCHASE OF MAINTENANCE BUILDINGS
E1EC,PURCHASE OF PRODUCTION BUILDINGS
E1ED,PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES
E1EE,PURCHASE OF TANK AUTOMOTIVE FACILITIES
E1EZ,PURCHASE OF OTHER INDUSTRIAL BUILDINGS
E1FA,PURCHASE OF FAMILY HOUSING FACILITIES
E1FB,PURCHASE OF RECREATIONAL BUILDINGS
E1FC,PURCHASE OF TROOP HOUSING FACILITIES
E1FD,PURCHASE OF DINING FACILITIES
E1FE,PURCHASE OF RELIGIOUS FACILITIES
E1FF,PURCHASE OF PENAL FACILITIES
E1FZ,PURCHASE OF OTHER RESIDENTIAL BUILDINGS
E1GA,PURCHASE OF AMMUNITION STORAGE BUILDINGS
E1GB,PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS
E1GC,PURCHASE OF FUEL STORAGE BUILDINGS
E1GD,PURCHASE OF OPEN STORAGE FACILITIES
E1GZ,PURCHASE OF OTHER WAREHOUSE BUILDINGS
E1HA,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES
E1HB,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES
E1HC,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
E1HZ,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
E1JA,PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS
E1JB,PURCHASE OF TESTING AND MEASUREMENT BUILDINGS
E1JZ,PURCHASE OF MISCELLANEOUS BUILDINGS
E1KA,PURCHASE OF DAMS
E1KB,PURCHASE OF CANALS
E1KC,PURCHASE OF MINE FIRE CONTROL FACILITIES
E1KD,PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES
E1KE,PURCHASE OF SURFACE MINE RECLAMATION FACILITIES
E1KF,PURCHASE OF DREDGING FACILITIES
E1KZ,PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES
E1LA,PURCHASE OF AIRPORT SERVICE ROADS
E1LB,"PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
E1LC,PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES
E1LZ,PURCHASE OF PARKING FACILITIES
E1MA,PURCHASE OF EPG FACILITIES - COAL
E1MB,PURCHASE OF EPG FACILITIES - GAS
E1MC,PURCHASE OF EPG FACILITIES - GEOTHERMAL
E1MD,PURCHASE OF EPG FACILITIES - HYDRO
E1ME,PURCHASE OF EPG FACILITIES - NUCLEAR
E1MF,PURCHASE OF EPG FACILITIES - PETROLEUM
E1MG,PURCHASE OF EPG FACILITIES - SOLAR
E1MH,PURCHASE OF EPG FACILITIES - WIND
E1MZ,"PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
E1NA,PURCHASE OF FUEL SUPPLY FACILITIES
E1NB,PURCHASE OF HEATING AND COOLING PLANTS
E1NC,PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES
E1ND,PURCHASE OF SEWAGE AND WASTE FACILITIES
E1NE,PURCHASE OF WATER SUPPLY FACILITIES
E1NZ,PURCHASE OF OTHER UTILITIES
E1PA,PURCHASE OF RECREATIONAL FACILITIES (NON-BUILDING)
E1PB,PURCHASE OF EXHIBIT DESIGN (NON-BUILDING)
E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND)
E1PD,PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES
E1PZ,PURCHASE OF OTHER NON-BUILDING FACILITIES
E1QA,PURCHASE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
E2,PURCHASE FACILITY NOT A BUILDING
E211,PURCHASE OF DAMS
E212,PURCHASE OF CANALS
E213,PURCH OF GOVT MINE FIRE CONT
E214,PURCH OF GOVT MINE SUBSIDENCE CONT
E215,PURCH OF GOVT SURFACE MINE RECLAM
E216,PURCHASE OF DREDGING
E219,PURCH OF GOVT OTHER CONSV STRUCTURE
E221,PURCHASE OF AIRPORT SERVICE ROADS
E222,PURCH OF GOVT HWYS-RDS-STS-BRDGS-RA
E223,PURCH OF GOVT TUNNELS-SUBSURF STRUC
E224,PURCH OF GOVT PARKING FACILITIES
E231,PURCHASE OF EPG FACILITIES - COAL
E232,PURCHASE OF EPG FACILITIES - GAS
E233,PURCH OF GOVT EPG - GEOTHERMAL
E234,PURCHASE OF EPG FACILITIES - HYDRO
E235,PURCH OF GOVT EPG - NUCLEAR
E236,PURCH OF GOVT EPG - PETROLEUM
E237,PURCHASE OF EPG FACILITIES - SOLAR
E239,PURCH OF GOVT EPG - OTHER
E241,PURCHASE OF FUEL SUPPLY FACILITIES
E242,PURCH OF GOVT HEATING & COOL PLANTS
E243,PURCH OF GOVT POLLUTION ABATEMENT
E244,PURCH OF GOVT SEWAGE & WASTE
E245,PURCHASE OF WATER SUPPLY FACILITIES
E249,PURCHASE OF OTHER UTILITIES
E291,PURCH OF GOVT RECREA NON-BLDG STRUC
E292,PURCH OF GOVT EXHIBIT (NON BLDG)
E293,PURCH OF GOVT UNIMPROVED REAL PROP
E294,PURCH OF GOVT WASTE TRMT-STORE FAC
E299,PURCH OF GOVT ALL OTHR NON-BLDG FAC
E3,PURCH RESTORATION OF REAL PROPERTY
E300,PURCH OF GOVT RESTORATION
F,NATURAL RESOURCES MANAGEMENT
F0,NATURAL RESOURCE CONSERVERVAT SVCS
F001,AERIAL FERTILIZATION - SPRAYING
F001,NATURAL RESOURCES/CONSERVATION- AERIAL FERTILIZATION/SPRAYING
F002,AERIAL SEEDING SERVICES
F002,NATURAL RESOURCES/CONSERVATION- AERIAL SEEDING
F003,FOREST-RANGE FIRE SUPPRESSION
F003,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION
F004,FOREST-RANGE FIRE REHABILITATION
F004,NATURAL RESOURCES/CONSERVATION- FOREST/RANGE FIRE REHABILITATION (NON-CONSTRUCTION)
F005,FOREST TREE PLANTING SERVICES
F005,NATURAL RESOURCES/CONSERVATION- FOREST TREE PLANTING
F006,LAND TREATMENT PRACTICES
F006,NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES
F007,NATURAL RESOURCES/CONSERVATION- RANGE SEEDING (GROUND EQUIPMENT)
F007,RANGE SEEDING - GROUND EQ
F008,RECREATION SITE MAINT/NON-CONSTR
F008,NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE (NON-CONSTRUCTION)
F009,NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION
F009,SEED COLLECTION/PRODUCTION SERVICES
F010,SEEDLING PRODUCTION-TRANSPLANTING
F010,NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING
F011,SURFACE MINING RECLAM/NON-CONSTR
F011,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION)
F012,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING
F012,SURVEY LINE CLEARING SERVICES
F013,NATURAL RESOURCES/CONSERVATION- TREE BREEDING
F013,TREE BREEDING SERVICES
F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING
F014,TREE THINNING SERVICES
F015,WELL DRILLING/EXPLORATORY SERVICES
F015,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY
F016,NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL
F016,WILDHORSE/BURRO CONTROL SERVICES
F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION)
F018,OTHER RANGE-FOREST IMPROV/NON-CONST
F019,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT
F019,OTHER WILDLIFE MANAGEMENT SERVICES
F020,NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT
F020,FISHERIES RES MGMT
F021,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION
F021,SITE PREPARATION
F022,FISH HATCHERY SERVICES
F022,NATURAL RESOURCES/CONSERVATION- FISH HATCHERY
F099,OTHER NAT RES MGMT & CONSERV
F099,NATURAL RESOURCES/CONSERVATION- OTHER
F1,ENVIRONMENTAL SYSTEMS PROTECTION
F101,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT
F101,AIR QUALITY SUPPORT SERVICES
F102,IND INVEST SURV/TCH SUP
F103,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT
F103,WATER QUALITY SUPPORT SERVICES
F104,IND INVEST SURV/TCH SUP
F105,PESTICIDES SUPPORT SERVICES
F105,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT
F106,TOXIC SUBSTANCES SUPPORT SERVICES
F107,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS
F107,HAZARDOUS SUBSTANCE ANALYSIS
F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION
F108,HARZ REMV/CLEAN-UP/DISP/OP
F109,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT
F109,LEAK UNDERGRND STORE TANK SUP
F110,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS"
F110,DEV ENVIR IMPACT STMT/ASSESS
F111,MULT POL IND INVST SURV/TECH SUP
F111,ENVIRONMENTAL SYSTEMS PROTECTION- MULTIPLE POLLUTANT SUPPORT
F112,OIL SPILL RESPONSE
F112,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE
F113,ENVIRONMENTAL SYSTEMS PROTECTION- WETLANDS CONSERVATION AND SUPPORT
F114,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING
F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT
F199,
F201,
F202,
F203,
F299,
F301,
F401,
F501,
F502,
F503,
F504,
F599,
F9,NATURAL RESOURCES - OTHER SVCS
F901,
F902,
F903,
F999,OTHER ENVIRONMENTAL SERVICES
F999,OTHER ENVIR SVC/STUD/SUP
G,SOCIAL SERVICES
G0,SOCIAL SERVICES
G001,CARE OF REMAINS AND/OR FUNERAL SVCS
G001,SOCIAL- CARE OF REMAINS AND/OR FUNERAL
G002,SOCIAL- CHAPLAIN
G002,CHAPLAIN SERVICES
G003,RECREATIONAL SERVICES
G003,SOCIAL- RECREATIONAL
G004,SOCIAL- SOCIAL REHABILITATION
G004,SOCIAL REHABILITATION SERVICES
G005,SOCIAL- GERIATRIC
G005,GERIATRIC SERVICES
G006,GOVERNMENT LIFE INSURANCE PROGRAMS
G006,SOCIAL- GOVERNMENT LIFE INSURANCE PROGRAMS
G007,GOVT HEALTH INS PROGRAMS
G007,SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS
G008,OTHER GOVERNMENT INSURANCE PROGRAMS
G008,SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER
G009,NON-GOVERNMENT INSURANCE PROGRAMS
G009,SOCIAL- NON-GOVERNMENT INSURANCE PROGRAMS
G010,DIR AID TRIBAL GOVT-DI (PL93-638)
G010,SOCIAL- DIRECT AID TO TRIBAL GOVERNMENTS (PL 93-638)
G099,SOCIAL- OTHER
G099,OTHER SOCIAL SERVICES
H,"QUALITY CONTROL, TEST, INSPECTION"
H1,QUALITY CONTROL SERVICES
H110,QUALITY CONTROL SERVICES: WEAPONS
H110,QUALITY CONTROL- WEAPONS
H111,QUALITY CONTROL- NUCLEAR ORDNANCE
H111,QUALITY CONT SV/NUCLEAR ORDNANCE
H112,QUALITY CONTROL- FIRE CONTROL EQUIPMENT
H112,QUALITY CONT SV/FIRE CONTROL EQ
H113,QUALITY CONTROL- AMMUNITION AND EXPLOSIVES
H113,QUALITY CONT SV/AMMO & EXPLOSIVES
H114,QUALITY CONTROL- GUIDED MISSILES
H114,QUALITY CONT SV/GUIDED MISSILES
H115,QUALITY CONT SV/AIRCRAFT
H115,QUALITY CONTROL- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H116,QUALITY CONT SV/AIRCRAFT COMPONENTS
H116,QUALITY CONTROL- AIRCRAFT COMPONENTS AND ACCESSORIES
H117,"QUALITY CONTROL- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H117,QUALITY CONT SV/AIRCRAFT GROUND EQ
H118,QUALITY CONTROL- SPACE VEHICLES
H118,QUALITY CONT SV/SPACE VEHICLES
H119,QUALITY CONT SV/SHIPS-CRAFT-DOCKS
H119,"QUALITY CONTROL- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H120,QUALITY CONTROL- SHIP AND MARINE EQUIPMENT
H120,QUALITY CONT SV/SHIP & MARINE EQ
H122,QUALITY CONTROL- RAILWAY EQUIPMENT
H122,QUALITY CONT SV/RAILWAY EQ
H123,QUALITY CONT SV/VEHICLE-TRAILER-CYC
H123,"QUALITY CONTROL- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H124,QUALITY CONTROL SERVICES: TRACTORS
H124,QUALITY CONTROL- TRACTORS
H125,QUALITY CONTROL- VEHICULAR EQUIPMENT COMPONENTS
H125,QUALITY CONT SV/VEHICULAR EQ
H126,QUALITY CONT SV/TIRES & TUBES
H126,QUALITY CONTROL- TIRES AND TUBES
H128,QUALITY CONT SV/ENGINES & TURBINES
H128,"QUALITY CONTROL- ENGINES, TURBINES, AND COMPONENTS"
